week,matchup_id,roster_id,display_name,player_name,position,is_starter
12,1,7,NotKool,Kayshon Boutte,WR,TRUE
12,1,7,NotKool,Zach Charbonnet,RB,TRUE
12,1,7,NotKool,Zay Flowers,WR,TRUE
12,1,7,NotKool,Chicago Bears,DEF,TRUE
12,1,7,NotKool,Jayden Reed,WR,FALSE
12,1,7,NotKool,Troy Franklin,WR,FALSE
12,1,7,NotKool,Keenan Allen,WR,FALSE
12,1,7,NotKool,Dalton Schultz,TE,FALSE
12,1,7,NotKool,Tony Pollard,RB,FALSE
12,1,7,NotKool,Chuba Hubbard,RB,FALSE
12,1,7,NotKool,Jordan Mason,RB,FALSE
12,1,7,NotKool,Denver Broncos,DEF,FALSE
12,3,8,Shnickel,Emanuel Wilson,RB,TRUE
12,3,8,Shnickel,AJ Barner,TE,TRUE
12,3,8,Shnickel,Cam Little,K,TRUE
12,3,8,Shnickel,Ashton Jeanty,RB,TRUE
12,3,8,Shnickel,Tee Higgins,WR,TRUE
12,3,8,Shnickel,Jameson Williams,WR,TRUE
12,3,8,Shnickel,Brock Purdy,QB,TRUE
12,3,8,Shnickel,Sean Tucker,RB,TRUE
12,3,8,Shnickel,Atlanta Falcons,DEF,TRUE
12,3,8,Shnickel,Jayden Daniels,QB,FALSE
12,3,8,Shnickel,Brian Thomas,WR,FALSE
12,3,8,Shnickel,RJ Harvey,RB,FALSE
12,3,8,Shnickel,Evan Engram,TE,FALSE
12,3,8,Shnickel,Alec Pierce,WR,FALSE
12,3,8,Shnickel,Jaylen Warren,RB,FALSE
12,3,8,Shnickel,Parker Washington,WR,FALSE
12,3,8,Shnickel,Tyjae Spears,RB,FALSE
12,2,9,HurricaneEich,Brandon Aubrey,K,TRUE
12,2,9,HurricaneEich,Davante Adams,WR,TRUE
12,2,9,HurricaneEich,Derrick Henry,RB,TRUE
12,2,9,HurricaneEich,Jalen Hurts,QB,TRUE
12,2,9,HurricaneEich,DeVonta Smith,WR,TRUE
12,2,9,HurricaneEich,Michael Carter,RB,TRUE
12,2,9,HurricaneEich,Jake Ferguson,TE,TRUE
12,2,9,HurricaneEich,Josh Downs,WR,TRUE
12,2,9,HurricaneEich,Detroit Lions,DEF,TRUE
12,2,9,HurricaneEich,Colston Loveland,TE,FALSE
12,2,9,HurricaneEich,Josh Jacobs,RB,FALSE
12,2,9,HurricaneEich,Deebo Samuel,WR,FALSE
12,2,9,HurricaneEich,Miles Sanders,RB,FALSE
12,2,9,HurricaneEich,Jordan Love,QB,FALSE
12,2,9,HurricaneEich,Marvin Mims,WR,FALSE
12,2,9,HurricaneEich,Tampa Bay Buccaneers,DEF,FALSE
12,1,10,arturowong,Brock Bowers,TE,TRUE
12,1,10,arturowong,Tetairoa McMillan,WR,TRUE
12,1,10,arturowong,Jason Myers,K,TRUE
12,1,10,arturowong,Aaron Jones,RB,TRUE
12,1,10,arturowong,Saquon Barkley,RB,TRUE
12,1,10,arturowong,Josh Allen,QB,TRUE
12,1,10,arturowong,Jaxon Smith-Njigba,WR,TRUE
12,1,10,arturowong,Bijan Robinson,RB,TRUE
12,1,10,arturowong,Las Vegas Raiders,DEF,TRUE
12,1,10,arturowong,Ladd McConkey,WR,FALSE
12,1,10,arturowong,Ricky Pearsall,WR,FALSE
12,1,10,arturowong,Jaxson Dart,QB,FALSE
12,1,10,arturowong,DJ Moore,WR,FALSE
12,1,10,arturowong,Kyle Pitts,TE,FALSE
12,1,10,arturowong,Tyler Allgeier,RB,FALSE
12,1,10,arturowong,Los Angeles Rams,DEF,FALSE
12,4,11,ChexMixChester,Quinshon Judkins,RB,TRUE
12,4,11,ChexMixChester,TreVeyon Henderson,RB,TRUE
12,4,11,ChexMixChester,Travis Kelce,TE,TRUE
12,4,11,ChexMixChester,Jared Goff,QB,TRUE
12,4,11,ChexMixChester,Daniel Carlson,K,TRUE
12,4,11,ChexMixChester,Greg Dortch,WR,TRUE
12,4,11,ChexMixChester,Amon-Ra St. Brown,WR,TRUE
12,4,11,ChexMixChester,James Cook,RB,TRUE
12,4,11,ChexMixChester,Houston Texans,DEF,TRUE
12,4,11,ChexMixChester,Keon Coleman,WR,FALSE
12,4,11,ChexMixChester,Tyrone Tracy,RB,FALSE
12,4,11,ChexMixChester,Stefon Diggs,WR,FALSE
12,4,11,ChexMixChester,Hunter Henry,TE,FALSE
12,4,11,ChexMixChester,Calvin Ridley,WR,FALSE
12,4,11,ChexMixChester,Rhamondre Stevenson,RB,FALSE
12,4,11,ChexMixChester,Drake London,WR,FALSE
12,4,11,ChexMixChester,Khalil Shakir,WR,FALSE
12,5,12,Vishiga,Will Reichard,K,TRUE
12,5,12,Vishiga,Tez Johnson,WR,TRUE
12,5,12,Vishiga,Daniel Jones,QB,TRUE
12,5,12,Vishiga,D'Andre Swift,RB,TRUE
12,5,12,Vishiga,Justin Jefferson,WR,TRUE
12,5,12,Vishiga,Javonte Williams,RB,TRUE
12,5,12,Vishiga,Trey McBride,TE,TRUE
12,5,12,Vishiga,Kyren Williams,RB,TRUE
12,5,12,Vishiga,Cleveland Browns,DEF,TRUE
12,5,12,Vishiga,Theo Johnson,TE,FALSE
12,5,12,Vishiga,Chimere Dike,WR,FALSE
12,5,12,Vishiga,Joe Flacco,QB,FALSE
12,5,12,Vishiga,Darren Waller,TE,FALSE
12,5,12,Vishiga,Cooper Kupp,WR,FALSE
12,5,12,Vishiga,Joe Burrow,QB,FALSE
12,5,12,Vishiga,Kenneth Gainwell,RB,FALSE
12,5,12,Vishiga,Minnesota Vikings,DEF,FALSE
13,6,1,Calcarro,Jake Bates,K,TRUE
13,6,1,Calcarro,Rome Odunze,WR,TRUE
13,6,1,Calcarro,Marvin Harrison,WR,TRUE
13,6,1,Calcarro,Terry McLaurin,WR,TRUE
13,6,1,Calcarro,Justin Herbert,QB,TRUE
13,6,1,Calcarro,Jonathan Taylor,RB,TRUE
13,6,1,Calcarro,Cade Otton,TE,TRUE
13,6,1,Calcarro,Jahmyr Gibbs,RB,TRUE
13,6,1,Calcarro,Pittsburgh Steelers,DEF,TRUE
13,6,1,Calcarro,Sam LaPorta,TE,FALSE
13,6,1,Calcarro,Luther Burden,WR,FALSE
13,6,1,Calcarro,Jacory Croskey-Merritt,RB,FALSE
13,6,1,Calcarro,Jacoby Brissett,QB,FALSE
13,6,1,Calcarro,Devin Singletary,RB,FALSE
13,6,1,Calcarro,Brian Robinson,RB,FALSE
13,6,1,Calcarro,Christian Watson,WR,FALSE
13,3,2,garrettmowery,Michael Wilson,WR,TRUE
13,3,2,garrettmowery,Christian McCaffrey,RB,TRUE
13,3,2,garrettmowery,Patrick Mahomes,QB,TRUE
13,3,2,garrettmowery,George Kittle,TE,TRUE
13,3,2,garrettmowery,A.J. Brown,WR,TRUE
13,3,2,garrettmowery,Chase McLaughlin,K,TRUE
13,3,2,garrettmowery,Travis Etienne,RB,TRUE
13,3,2,garrettmowery,Chris Olave,WR,TRUE
13,3,2,garrettmowery,Indianapolis Colts,DEF,TRUE
13,3,2,garrettmowery,Zach Ertz,TE,FALSE
13,3,2,garrettmowery,Chris Godwin,WR,FALSE
13,3,2,garrettmowery,Mack Hollins,WR,FALSE
13,3,2,garrettmowery,Michael Pittman,WR,FALSE
13,3,2,garrettmowery,Garrett Wilson,WR,FALSE
13,3,2,garrettmowery,Kenneth Walker,RB,FALSE
13,3,2,garrettmowery,Kansas City Chiefs,DEF,FALSE
13,5,3,Ouriginal,Bucky Irving,RB,TRUE
13,5,3,Ouriginal,Oronde Gadsden,TE,TRUE
13,5,3,Ouriginal,Jake Elliott,K,TRUE
13,5,3,Ouriginal,Matthew Stafford,QB,TRUE
13,5,3,Ouriginal,Jaylen Waddle,WR,TRUE
13,5,3,Ouriginal,Romeo Doubs,WR,TRUE
13,5,3,Ouriginal,Wan'Dale Robinson,WR,TRUE
13,5,3,Ouriginal,Isiah Pacheco,RB,TRUE
13,5,3,Ouriginal,New England Patriots,DEF,TRUE
13,5,3,Ouriginal,Dalton Kincaid,TE,FALSE
13,5,3,Ouriginal,Bhayshul Tuten,RB,FALSE
13,5,3,Ouriginal,David Njoku,TE,FALSE
13,5,3,Ouriginal,DK Metcalf,WR,FALSE
13,5,3,Ouriginal,Rachaad White,RB,FALSE
13,5,3,Ouriginal,Philadelphia Eagles,DEF,FALSE
13,4,4,pattycan,Rashee Rice,WR,TRUE
13,4,4,pattycan,Emeka Egbuka,WR,TRUE
13,4,4,pattycan,Lamar Jackson,QB,TRUE
13,4,4,pattycan,Dallas Goedert,TE,TRUE
13,4,4,pattycan,Matt Gay,K,TRUE
13,4,4,pattycan,CeeDee Lamb,WR,TRUE
13,4,4,pattycan,Breece Hall,RB,TRUE
13,4,4,pattycan,De'Von Achane,RB,TRUE
13,4,4,pattycan,Green Bay Packers,DEF,TRUE
13,4,4,pattycan,Tre Tucker,WR,FALSE
13,4,4,pattycan,Drake Maye,QB,FALSE
13,4,4,pattycan,Joe Mixon,RB,FALSE
13,4,4,pattycan,Eddy Pineiro,K,FALSE
13,4,4,pattycan,Jauan Jennings,WR,FALSE
13,4,4,pattycan,Darnell Mooney,WR,FALSE
13,4,4,pattycan,Zonovan Knight,RB,FALSE
13,1,5,declancarroll,Bo Nix,QB,TRUE
13,1,5,declancarroll,Xavier Worthy,WR,TRUE
13,1,5,declancarroll,Harrison Butker,K,TRUE
13,1,5,declancarroll,Courtland Sutton,WR,TRUE
13,1,5,declancarroll,David Montgomery,RB,TRUE
13,1,5,declancarroll,Juwan Johnson,TE,TRUE
13,1,5,declancarroll,Ja'Marr Chase,WR,TRUE
13,1,5,declancarroll,Chase Brown,RB,TRUE
13,1,5,declancarroll,Los Angeles Chargers,DEF,TRUE
13,1,5,declancarroll,Isaiah Davis,RB,FALSE
13,1,5,declancarroll,Trey Benson,RB,FALSE
13,1,5,declancarroll,Kimani Vidal,RB,FALSE
13,1,5,declancarroll,Mason Taylor,TE,FALSE
13,1,5,declancarroll,Mike Evans,WR,FALSE
13,1,5,declancarroll,J.K. Dobbins,RB,FALSE
13,1,5,declancarroll,Rashid Shaheed,WR,FALSE
13,1,5,declancarroll,Jordan Addison,WR,FALSE
13,6,6,kingcarrillo,Woody Marks,RB,TRUE
13,6,6,kingcarrillo,Tyler Loop,K,TRUE
13,6,6,kingcarrillo,Kareem Hunt,RB,TRUE
13,6,6,kingcarrillo,Mark Andrews,TE,TRUE
13,6,6,kingcarrillo,Trevor Lawrence,QB,TRUE
13,6,6,kingcarrillo,Nico Collins,WR,TRUE
13,6,6,kingcarrillo,George Pickens,WR,TRUE
13,6,6,kingcarrillo,Puka Nacua,WR,TRUE
13,6,6,kingcarrillo,Seattle Seahawks,DEF,TRUE
13,6,6,kingcarrillo,Harold Fannin,TE,FALSE
13,6,6,kingcarrillo,Omarion Hampton,RB,FALSE
13,6,6,kingcarrillo,Alvin Kamara,RB,FALSE
13,6,6,kingcarrillo,Baker Mayfield,QB,FALSE
13,6,6,kingcarrillo,Nick Chubb,RB,FALSE
13,6,6,kingcarrillo,Jakobi Meyers,WR,FALSE
13,6,6,kingcarrillo,Quentin Johnston,WR,FALSE
13,1,7,NotKool,Troy Franklin,WR,TRUE
13,1,7,NotKool,Devin Neal,RB,TRUE
13,1,7,NotKool,Tyler Warren,TE,TRUE
13,1,7,NotKool,Keenan Allen,WR,TRUE
13,1,7,NotKool,Chris Boswell,K,TRUE
13,1,7,NotKool,Dak Prescott,QB,TRUE
13,1,7,NotKool,Rico Dowdle,RB,TRUE
13,1,7,NotKool,Zay Flowers,WR,TRUE
13,1,7,NotKool,Denver Broncos,DEF,TRUE
13,1,7,NotKool,Jayden Reed,WR,FALSE
13,1,7,NotKool,Kyle Monangai,RB,FALSE
13,1,7,NotKool,Tony Pollard,RB,FALSE
13,1,7,NotKool,Jordan Mason,RB,FALSE
13,1,7,NotKool,Kayshon Boutte,WR,FALSE
13,1,7,NotKool,Zach Charbonnet,RB,FALSE
13,1,7,NotKool,Chicago Bears,DEF,FALSE
13,4,8,Shnickel,Emanuel Wilson,RB,TRUE
13,4,8,Shnickel,AJ Barner,TE,TRUE
13,4,8,Shnickel,Brian Thomas,WR,TRUE
13,4,8,Shnickel,Cam Little,K,TRUE
13,4,8,Shnickel,RJ Harvey,RB,TRUE
13,4,8,Shnickel,Ashton Jeanty,RB,TRUE
13,4,8,Shnickel,Jameson Williams,WR,TRUE
13,4,8,Shnickel,Brock Purdy,QB,TRUE
13,4,8,Shnickel,Atlanta Falcons,DEF,TRUE
13,4,8,Shnickel,Jayden Daniels,QB,FALSE
13,4,8,Shnickel,Evan Engram,TE,FALSE
13,4,8,Shnickel,Tee Higgins,WR,FALSE
13,4,8,Shnickel,Alec Pierce,WR,FALSE
13,4,8,Shnickel,Jaylen Warren,RB,FALSE
13,4,8,Shnickel,Sean Tucker,RB,FALSE
13,2,9,HurricaneEich,Brandon Aubrey,K,TRUE
13,2,9,HurricaneEich,Davante Adams,WR,TRUE
13,2,9,HurricaneEich,Derrick Henry,RB,TRUE
13,2,9,HurricaneEich,Josh Jacobs,RB,TRUE
13,2,9,HurricaneEich,Deebo Samuel,WR,TRUE
13,2,9,HurricaneEich,Jalen Hurts,QB,TRUE
13,2,9,HurricaneEich,DeVonta Smith,WR,TRUE
13,2,9,HurricaneEich,Jake Ferguson,TE,TRUE
13,2,9,HurricaneEich,Tampa Bay Buccaneers,DEF,TRUE
13,2,9,HurricaneEich,Colston Loveland,TE,FALSE
13,2,9,HurricaneEich,Miles Sanders,RB,FALSE
13,2,9,HurricaneEich,Jordan Love,QB,FALSE
13,2,9,HurricaneEich,Michael Carter,RB,FALSE
13,2,9,HurricaneEich,Marvin Mims,WR,FALSE
13,2,9,HurricaneEich,Josh Downs,WR,FALSE
13,2,9,HurricaneEich,Detroit Lions,DEF,FALSE
13,2,10,arturowong,Brock Bowers,TE,TRUE
13,2,10,arturowong,Ladd McConkey,WR,TRUE
13,2,10,arturowong,Tetairoa McMillan,WR,TRUE
13,2,10,arturowong,Jason Myers,K,TRUE
13,2,10,arturowong,Saquon Barkley,RB,TRUE
13,2,10,arturowong,Josh Allen,QB,TRUE
13,2,10,arturowong,Jaxon Smith-Njigba,WR,TRUE
13,2,10,arturowong,Bijan Robinson,RB,TRUE
13,2,10,arturowong,Los Angeles Rams,DEF,TRUE
13,2,10,arturowong,Ricky Pearsall,WR,FALSE
13,2,10,arturowong,Jaxson Dart,QB,FALSE
13,2,10,arturowong,Aaron Jones,RB,FALSE
13,2,10,arturowong,DJ Moore,WR,FALSE
13,2,10,arturowong,Kyle Pitts,TE,FALSE
13,2,10,arturowong,Tyler Allgeier,RB,FALSE
13,3,11,ChexMixChester,TreVeyon Henderson,RB,TRUE
13,3,11,ChexMixChester,Travis Kelce,TE,TRUE
13,3,11,ChexMixChester,Stefon Diggs,WR,TRUE
13,3,11,ChexMixChester,Jared Goff,QB,TRUE
13,3,11,ChexMixChester,Amon-Ra St. Brown,WR,TRUE
13,3,11,ChexMixChester,Khalil Shakir,WR,TRUE
13,3,11,ChexMixChester,James Cook,RB,TRUE
13,3,11,ChexMixChester,Cameron Dicker,K,TRUE
13,3,11,ChexMixChester,Houston Texans,DEF,TRUE
13,3,11,ChexMixChester,Keon Coleman,WR,FALSE
13,3,11,ChexMixChester,Tyrone Tracy,RB,FALSE
13,3,11,ChexMixChester,Quinshon Judkins,RB,FALSE
13,3,11,ChexMixChester,Hunter Henry,TE,FALSE
13,3,11,ChexMixChester,Calvin Ridley,WR,FALSE
13,3,11,ChexMixChester,Greg Dortch,WR,FALSE
13,3,11,ChexMixChester,Rhamondre Stevenson,RB,FALSE
13,3,11,ChexMixChester,Drake London,WR,FALSE
13,5,12,Vishiga,Will Reichard,K,TRUE
13,5,12,Vishiga,Chimere Dike,WR,TRUE
13,5,12,Vishiga,Joe Burrow,QB,TRUE
13,5,12,Vishiga,Justin Jefferson,WR,TRUE
13,5,12,Vishiga,Kenneth Gainwell,RB,TRUE
13,5,12,Vishiga,Javonte Williams,RB,TRUE
13,5,12,Vishiga,Trey McBride,TE,TRUE
13,5,12,Vishiga,Kyren Williams,RB,TRUE
13,5,12,Vishiga,Cleveland Browns,DEF,TRUE
13,5,12,Vishiga,Theo Johnson,TE,FALSE
13,5,12,Vishiga,Jayden Higgins,WR,FALSE
13,5,12,Vishiga,Tez Johnson,WR,FALSE
13,5,12,Vishiga,Daniel Jones,QB,FALSE
13,5,12,Vishiga,D'Andre Swift,RB,FALSE
13,5,12,Vishiga,John Metchie,WR,FALSE
14,6,1,Calcarro,Jake Bates,K,TRUE
14,6,1,Calcarro,Luther Burden,WR,TRUE
14,6,1,Calcarro,Terry McLaurin,WR,TRUE
14,6,1,Calcarro,Justin Herbert,QB,TRUE
14,6,1,Calcarro,Jonathan Taylor,RB,TRUE
14,6,1,Calcarro,Cade Otton,TE,TRUE
14,6,1,Calcarro,Christian Watson,WR,TRUE
14,6,1,Calcarro,Jahmyr Gibbs,RB,TRUE
14,6,1,Calcarro,Pittsburgh Steelers,DEF,TRUE
14,6,1,Calcarro,Sam LaPorta,TE,FALSE
14,6,1,Calcarro,Rome Odunze,WR,FALSE
14,6,1,Calcarro,Marvin Harrison,WR,FALSE
14,6,1,Calcarro,Jacory Croskey-Merritt,RB,FALSE
14,6,1,Calcarro,Jacoby Brissett,QB,FALSE
14,6,1,Calcarro,Devin Singletary,RB,FALSE
14,6,1,Calcarro,Brian Robinson,RB,FALSE
14,3,2,garrettmowery,Michael Wilson,WR,TRUE
14,3,2,garrettmowery,Zach Ertz,TE,TRUE
14,3,2,garrettmowery,Patrick Mahomes,QB,TRUE
14,3,2,garrettmowery,A.J. Brown,WR,TRUE
14,3,2,garrettmowery,Chase McLaughlin,K,TRUE
14,3,2,garrettmowery,Travis Etienne,RB,TRUE
14,3,2,garrettmowery,Chris Olave,WR,TRUE
14,3,2,garrettmowery,Kenneth Walker,RB,TRUE
14,3,2,garrettmowery,Indianapolis Colts,DEF,TRUE
14,3,2,garrettmowery,Christian McCaffrey,RB,FALSE
14,3,2,garrettmowery,Chris Godwin,WR,FALSE
14,3,2,garrettmowery,Mack Hollins,WR,FALSE
14,3,2,garrettmowery,George Kittle,TE,FALSE
14,3,2,garrettmowery,Michael Pittman,WR,FALSE
14,3,2,garrettmowery,Garrett Wilson,WR,FALSE
14,3,2,garrettmowery,Kansas City Chiefs,DEF,FALSE
14,6,3,Ouriginal,Bucky Irving,RB,TRUE
14,6,3,Ouriginal,Bhayshul Tuten,RB,TRUE
14,6,3,Ouriginal,Oronde Gadsden,TE,TRUE
14,6,3,Ouriginal,Jake Elliott,K,TRUE
14,6,3,Ouriginal,Matthew Stafford,QB,TRUE
14,6,3,Ouriginal,DK Metcalf,WR,TRUE
14,6,3,Ouriginal,Jaylen Waddle,WR,TRUE
14,6,3,Ouriginal,Romeo Doubs,WR,TRUE
14,6,3,Ouriginal,Philadelphia Eagles,DEF,TRUE
14,6,3,Ouriginal,Dalton Kincaid,TE,FALSE
14,6,3,Ouriginal,David Njoku,TE,FALSE
14,6,3,Ouriginal,Wan'Dale Robinson,WR,FALSE
14,6,3,Ouriginal,Rachaad White,RB,FALSE
14,6,3,Ouriginal,Isiah Pacheco,RB,FALSE
14,6,3,Ouriginal,New England Patriots,DEF,FALSE
14,3,4,pattycan,Rashee Rice,WR,TRUE
14,3,4,pattycan,Emeka Egbuka,WR,TRUE
14,3,4,pattycan,Wil Lutz,K,TRUE
14,3,4,pattycan,Lamar Jackson,QB,TRUE
14,3,4,pattycan,Dallas Goedert,TE,TRUE
14,3,4,pattycan,CeeDee Lamb,WR,TRUE
14,3,4,pattycan,Breece Hall,RB,TRUE
14,3,4,pattycan,De'Von Achane,RB,TRUE
14,3,4,pattycan,Green Bay Packers,DEF,TRUE
14,3,4,pattycan,Tre Tucker,WR,FALSE
14,3,4,pattycan,Drake Maye,QB,FALSE
14,3,4,pattycan,Joe Mixon,RB,FALSE
14,3,4,pattycan,Matt Gay,K,FALSE
14,3,4,pattycan,Jauan Jennings,WR,FALSE
14,3,4,pattycan,Darnell Mooney,WR,FALSE
14,3,4,pattycan,Zonovan Knight,RB,FALSE
14,2,5,declancarroll,Bo Nix,QB,TRUE
14,2,5,declancarroll,Xavier Worthy,WR,TRUE
14,2,5,declancarroll,Harrison Butker,K,TRUE
14,2,5,declancarroll,Courtland Sutton,WR,TRUE
14,2,5,declancarroll,David Montgomery,RB,TRUE
14,2,5,declancarroll,Juwan Johnson,TE,TRUE
14,2,5,declancarroll,Ja'Marr Chase,WR,TRUE
14,2,5,declancarroll,Chase Brown,RB,TRUE
14,2,5,declancarroll,Los Angeles Chargers,DEF,TRUE
14,2,5,declancarroll,Isaiah Davis,RB,FALSE
14,2,5,declancarroll,Trey Benson,RB,FALSE
14,2,5,declancarroll,Kimani Vidal,RB,FALSE
14,2,5,declancarroll,Mason Taylor,TE,FALSE
14,2,5,declancarroll,Mike Evans,WR,FALSE
14,2,5,declancarroll,J.K. Dobbins,RB,FALSE
14,2,5,declancarroll,Rashid Shaheed,WR,FALSE
14,2,5,declancarroll,Jordan Addison,WR,FALSE
14,5,6,kingcarrillo,Woody Marks,RB,TRUE
14,5,6,kingcarrillo,Omarion Hampton,RB,TRUE
14,5,6,kingcarrillo,Tyler Loop,K,TRUE
14,5,6,kingcarrillo,Baker Mayfield,QB,TRUE
14,5,6,kingcarrillo,Mark Andrews,TE,TRUE
14,5,6,kingcarrillo,Nico Collins,WR,TRUE
14,5,6,kingcarrillo,George Pickens,WR,TRUE
14,5,6,kingcarrillo,Puka Nacua,WR,TRUE
14,5,6,kingcarrillo,Seattle Seahawks,DEF,TRUE
14,5,6,kingcarrillo,Harold Fannin,TE,FALSE
14,5,6,kingcarrillo,Alvin Kamara,RB,FALSE
14,5,6,kingcarrillo,Kareem Hunt,RB,FALSE
14,5,6,kingcarrillo,Jakobi Meyers,WR,FALSE
14,5,6,kingcarrillo,Trevor Lawrence,QB,FALSE
14,5,6,kingcarrillo,Quentin Johnston,WR,FALSE
14,1,7,NotKool,Troy Franklin,WR,TRUE
14,1,7,NotKool,Devin Neal,RB,TRUE
14,1,7,NotKool,Tyler Warren,TE,TRUE
14,1,7,NotKool,Kyle Monangai,RB,TRUE
14,1,7,NotKool,Keenan Allen,WR,TRUE
14,1,7,NotKool,Chris Boswell,K,TRUE
14,1,7,NotKool,Dak Prescott,QB,TRUE
14,1,7,NotKool,Zay Flowers,WR,TRUE
14,1,7,NotKool,Denver Broncos,DEF,TRUE
14,1,7,NotKool,Jayden Reed,WR,FALSE
14,1,7,NotKool,Tony Pollard,RB,FALSE
14,1,7,NotKool,Rico Dowdle,RB,FALSE
14,1,7,NotKool,Jordan Mason,RB,FALSE
14,1,7,NotKool,Kayshon Boutte,WR,FALSE
14,1,7,NotKool,Zach Charbonnet,RB,FALSE
14,1,7,NotKool,Chicago Bears,DEF,FALSE
14,4,8,Shnickel,Caleb Williams,QB,TRUE
14,4,8,Shnickel,AJ Barner,TE,TRUE
14,4,8,Shnickel,Cam Little,K,TRUE
14,4,8,Shnickel,RJ Harvey,RB,TRUE
14,4,8,Shnickel,Ashton Jeanty,RB,TRUE
14,4,8,Shnickel,Tee Higgins,WR,TRUE
14,4,8,Shnickel,Jameson Williams,WR,TRUE
14,4,8,Shnickel,Jaylen Warren,RB,TRUE
14,4,8,Shnickel,Washington Commanders,DEF,TRUE
14,4,8,Shnickel,Emanuel Wilson,RB,FALSE
14,4,8,Shnickel,Jayden Daniels,QB,FALSE
14,4,8,Shnickel,Brian Thomas,WR,FALSE
14,4,8,Shnickel,Evan Engram,TE,FALSE
14,4,8,Shnickel,Alec Pierce,WR,FALSE
14,4,8,Shnickel,Sean Tucker,RB,FALSE
14,1,9,HurricaneEich,Brandon Aubrey,K,TRUE
14,1,9,HurricaneEich,Davante Adams,WR,TRUE
14,1,9,HurricaneEich,Derrick Henry,RB,TRUE
14,1,9,HurricaneEich,Josh Jacobs,RB,TRUE
14,1,9,HurricaneEich,Deebo Samuel,WR,TRUE
14,1,9,HurricaneEich,Jalen Hurts,QB,TRUE
14,1,9,HurricaneEich,DeVonta Smith,WR,TRUE
14,1,9,HurricaneEich,Jake Ferguson,TE,TRUE
14,1,9,HurricaneEich,Tampa Bay Buccaneers,DEF,TRUE
14,1,9,HurricaneEich,Colston Loveland,TE,FALSE
14,1,9,HurricaneEich,Miles Sanders,RB,FALSE
14,1,9,HurricaneEich,Jordan Love,QB,FALSE
14,1,9,HurricaneEich,Michael Carter,RB,FALSE
14,1,9,HurricaneEich,Marvin Mims,WR,FALSE
14,1,9,HurricaneEich,Josh Downs,WR,FALSE
14,1,9,HurricaneEich,Detroit Lions,DEF,FALSE
14,2,10,arturowong,Brock Bowers,TE,TRUE
14,2,10,arturowong,Ladd McConkey,WR,TRUE
14,2,10,arturowong,Jason Myers,K,TRUE
14,2,10,arturowong,Saquon Barkley,RB,TRUE
14,2,10,arturowong,Josh Allen,QB,TRUE
14,2,10,arturowong,Kyle Pitts,TE,TRUE
14,2,10,arturowong,Jaxon Smith-Njigba,WR,TRUE
14,2,10,arturowong,Bijan Robinson,RB,TRUE
14,2,10,arturowong,Los Angeles Rams,DEF,TRUE
14,2,10,arturowong,Adonai Mitchell,WR,FALSE
14,2,10,arturowong,Ricky Pearsall,WR,FALSE
14,2,10,arturowong,Tetairoa McMillan,WR,FALSE
14,2,10,arturowong,Aaron Jones,RB,FALSE
14,2,10,arturowong,DJ Moore,WR,FALSE
14,2,10,arturowong,Tyler Allgeier,RB,FALSE
14,4,11,ChexMixChester,Quinshon Judkins,RB,TRUE
14,4,11,ChexMixChester,Travis Kelce,TE,TRUE
14,4,11,ChexMixChester,Jared Goff,QB,TRUE
14,4,11,ChexMixChester,Amon-Ra St. Brown,WR,TRUE
14,4,11,ChexMixChester,Drake London,WR,TRUE
14,4,11,ChexMixChester,Khalil Shakir,WR,TRUE
14,4,11,ChexMixChester,James Cook,RB,TRUE
14,4,11,ChexMixChester,Cameron Dicker,K,TRUE
14,4,11,ChexMixChester,Houston Texans,DEF,TRUE
14,4,11,ChexMixChester,Keon Coleman,WR,FALSE
14,4,11,ChexMixChester,Tyrone Tracy,RB,FALSE
14,4,11,ChexMixChester,TreVeyon Henderson,RB,FALSE
14,4,11,ChexMixChester,Stefon Diggs,WR,FALSE
14,4,11,ChexMixChester,Hunter Henry,TE,FALSE
14,4,11,ChexMixChester,Rhamondre Stevenson,RB,FALSE
14,5,12,Vishiga,Will Reichard,K,TRUE
14,5,12,Vishiga,Jayden Higgins,WR,TRUE
14,5,12,Vishiga,Joe Burrow,QB,TRUE
14,5,12,Vishiga,D'Andre Swift,RB,TRUE
14,5,12,Vishiga,Justin Jefferson,WR,TRUE
14,5,12,Vishiga,Javonte Williams,RB,TRUE
14,5,12,Vishiga,Trey McBride,TE,TRUE
14,5,12,Vishiga,Kyren Williams,RB,TRUE
14,5,12,Vishiga,Cleveland Browns,DEF,TRUE
14,5,12,Vishiga,Theo Johnson,TE,FALSE
14,5,12,Vishiga,Tez Johnson,WR,FALSE
14,5,12,Vishiga,Chimere Dike,WR,FALSE
14,5,12,Vishiga,Daniel Jones,QB,FALSE
14,5,12,Vishiga,Kenneth Gainwell,RB,FALSE
14,5,12,Vishiga,John Metchie,WR,FALSE
15,2,1,Calcarro,Jake Bates,K,TRUE
15,2,1,Calcarro,Rome Odunze,WR,TRUE
15,2,1,Calcarro,Dalton Schultz,TE,TRUE
15,2,1,Calcarro,Terry McLaurin,WR,TRUE
15,2,1,Calcarro,Justin Herbert,QB,TRUE
15,2,1,Calcarro,Jonathan Taylor,RB,TRUE
15,2,1,Calcarro,Christian Watson,WR,TRUE
15,2,1,Calcarro,Jahmyr Gibbs,RB,TRUE
